date,Day Type,Holiday,Moon Calendar,School Events,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Season,no_of_passengers,no_of_adults,no_of_children,total_fare_collected,no_of_full_fare_tickets,no_of_C/P_tickets,no_of_buses,no_of_trips,no_of_MHL_passengers,no_of_city_ordinary_bus,no_of_metro_express_bus,no_of_pallevelug_bus,no_of_other_bus,no_of_metro_delux_bus,no_of_express_bus
2023-07-28,4,3,11,0,166.984993860706,27.0190259042587,23.007755744232,2,18174,17995,179,268200,10485,7689,41,302,0,28,13,1,0,0,0
2023-07-29,5,3,12,2,28.2801481571535,29.4754720470406,24.1251012775612,2,19348,19097,251,296135,10949,8399,43,342,0,26,12,6,0,0,0
2023-07-30,6,3,13,2,13.2389728439729,28.778032567428,23.8601851344216,2,18952,18622,330,290146,10843,8109,43,353,0,29,12,2,0,0,0
2023-07-31,0,0,14,0,31.2407722970275,29.309891328136,24.5282252667015,2,14794,14562,232,228585,8428,6365,34,257,0,20,12,2,0,0,0
2023-08-01,1,0,15,0,22.7385417110249,29.4642982609904,24.3959658689322,2,22796,22627,169,369660,13939,8856,47,360,0,27,16,4,0,0,0
2023-08-02,2,0,16,0,4.09669223082813,29.3854910229474,24.5124579312531,2,17922,17770,152,300005,11143,6779,38,318,0,20,12,6,0,0,0
2023-08-03,3,0,17,0,12.0441659168567,28.9206911133208,24.3920917274858,2,23330,23090,240,343830,13061,10268,43,347,0,27,14,4,0,0,0
2023-08-04,4,0,18,0,10.5912018043699,30.4608919331506,24.082644187504,2,21378,20967,411,337417,12793,8585,44,336,0,30,15,0,0,0,0
2023-08-05,5,0,19,2,14.5444184209581,30.423904008405,24.2435432231756,2,17800,17427,373,248350,9508,8292,31,248,0,23,3,5,0,0,0
2023-08-06,6,0,20,2,4.92502343858932,30.4708361467472,24.3948285239143,2,19949,19525,424,338813,12329,7619,43,347,0,30,12,3,0,0,0
2023-08-07,0,0,21,0,5.80053011840018,29.5799151234889,24.0171338938847,2,23778,23522,256,365700,13525,10253,39,337,0,25,11,4,0,0,0
2023-08-08,1,0,22,0,3.87060819023074,30.0939271778089,23.7008693087699,2,26047,25890,157,380510,14646,11401,49,370,0,29,15,5,0,0,0
2023-08-09,2,0,23,0,4.00913897041107,29.7514765122372,24.0320352436137,2,21159,20893,266,321775,12246,8913,41,337,0,25,11,5,0,0,0
2023-08-10,3,0,24,0,6.27363742540776,30.991096583366,24.3132097739381,2,15133,14728,405,228405,8532,6601,31,232,0,19,12,0,0,0,0
2023-08-11,4,0,25,0,13.7633076918966,31.0799616567046,24.073183516914,2,18734,18620,114,292110,11133,7601,33,249,0,24,9,0,0,0,0
2023-08-12,5,0,26,2,8.00961382303633,30.6176408252473,24.2566037113166,2,18428,18154,274,281255,10578,7850,36,277,0,24,12,0,0,0,0
2023-08-13,6,0,27,2,6.18584351786908,30.6201203563815,24.4533828660752,2,18424,17944,480,290235,10391,8033,38,290,0,26,12,0,0,0,0
2023-08-14,0,0,28,0,4.91892507390674,29.1460505026919,24.3830711926572,2,18858,18647,211,303540,11311,7547,44,338,0,25,18,1,0,0,0
2023-08-15,1,2,29,0,10.3582593531088,29.6630184539321,23.9575251123345,2,12545,12292,253,215995,7562,4983,34,233,0,22,12,0,0,0,0
2023-08-16,2,1,0,0,4.85317682368917,30.5058526693161,24.4547054450839,2,19365,19209,156,293435,11159,8206,43,324,0,26,17,0,0,0,0
2023-08-17,3,0,1,0,24.1473291679311,29.4202874281039,24.2651843730118,2,13569,13405,164,206010,7993,5576,32,239,0,22,10,0,0,0,0
2023-08-18,4,0,2,0,21.8201411721008,27.7646204826188,23.981631161876,2,17735,17606,129,275755,10503,7232,35,249,0,26,9,0,0,0,0
2023-08-19,5,0,3,2,46.3461751732251,27.1235834923932,23.3776538289274,2,15405,15168,237,244010,9531,5874,37,275,0,27,9,1,0,0,0
2023-08-20,6,0,4,2,11.4993750799512,29.6492518957248,23.2228938115084,2,17848,17601,247,274855,10357,7490,39,294,0,26,13,0,0,0,0
2023-08-21,0,0,5,0,0.861944584770516,30.917671019251,24.2122059756785,2,18956,18555,401,275960,10562,8394,38,284,0,25,12,1,0,0,0
2023-08-22,1,0,6,0,16.3884989703666,30.6426578914667,23.9530978469959,2,18467,18310,157,275440,10931,7536,38,285,0,26,12,0,0,0,0
2023-08-23,2,0,7,0,15.7963718823968,31.7155999225544,24.7119165925814,2,18860,18481,379,256085,9996,8862,34,265,0,23,10,1,0,0,0
2023-08-24,3,0,8,0,2.41346539346245,30.5496317628657,24.5923001893597,2,15914,15466,448,230670,9317,6597,36,273,0,25,11,0,0,0,0
2023-08-25,4,3,9,0,15.614186078387,31.0029823307058,24.743500941893,2,19641,19467,174,255620,10388,9253,37,277,0,27,9,1,0,0,0
2023-08-26,5,3,10,2,15.8355047810369,30.1598171368397,24.5664248426949,2,16560,16374,186,247340,9457,7102,38,284,0,25,12,1,0,0,0
2023-08-27,6,3,11,2,8.65040736294242,31.3593781851892,24.6854392862558,2,16070,15891,179,240095,8858,7212,38,283,0,25,12,1,0,0,0
2023-08-28,0,0,12,0,4.74308077994538,31.0853115423916,23.5782624879925,2,21073,20621,452,307655,11355,9718,41,311,0,24,14,3,0,0,0
2023-08-29,1,0,13,0,8.41320009452423,30.7300099154467,23.115297215518,2,19323,19082,241,271765,10441,8882,39,303,0,24,15,0,0,0,0
2023-08-30,2,0,14,0,2.45033781771582,31.27180905756,23.2367110898764,2,19570,19091,479,277705,10742,8828,36,267,0,27,9,0,0,0,0
2023-08-31,3,1,15,0,8.66833667552464,31.4699020057277,23.6319828042546,2,16306,15564,742,269595,10257,6049,31,242,0,20,10,1,0,0,0
2023-09-01,4,0,16,0,10.4316780391699,31.7833285292182,23.964130512279,2,21968,21553,415,334663,13033,8935,38,284,0,25,13,0,0,0,0
2023-09-02,5,0,17,2,56.3770276612945,31.1758293794981,23.5947746986912,2,12037,11841,196,192770,7539,4498,22,172,0,16,5,1,0,0,0
2023-09-03,6,0,18,2,266.705596763292,28.7712794518276,23.3463055379422,2,12858,12657,201,200515,7684,5174,28,213,0,20,8,0,0,0,0
2023-09-04,0,0,19,0,1089.81435607471,26.187138212056,23.138315240051,2,18271,17898,373,291925,11112,7159,38,278,0,23,14,1,0,0,0
2023-09-05,1,0,20,0,154.472325713769,26.8881974197236,23.1543313705167,2,16303,16152,151,243980,9836,6467,35,258,0,26,9,0,0,0,0
2023-09-06,2,1,21,0,51.3734123068681,28.3333629744246,23.7118285937121,2,20444,20056,388,286855,11078,9366,41,309,0,26,14,1,0,0,0
2023-09-07,3,2,22,0,31.0518036860187,27.974267913042,23.4693666943636,2,18092,17743,349,252510,9935,8157,36,270,0,24,12,0,0,0,0
2023-09-08,4,0,23,0,28.0393963791151,27.5361653764046,23.509730743964,2,18448,18168,280,255145,10007,8440,36,273,0,25,11,0,0,0,0
2023-09-09,5,0,24,2,38.5085820131046,29.1149093216467,23.8713467989704,2,16562,16319,243,229405,8704,7858,34,267,0,23,11,0,0,0,0
2023-09-10,6,0,25,2,183.749447518709,29.1036045567679,23.8896066204518,2,16670,16432,238,259805,9381,7289,33,259,0,21,12,0,0,0,0
2023-09-11,0,0,26,0,21.5611225557249,29.7981188952043,23.8011824271876,2,20220,19644,576,314240,12144,8076,40,295,0,27,12,1,0,0,0
2023-09-12,1,0,27,0,14.3158820042692,29.0397352932715,24.2421081453887,2,18468,18257,211,298010,11414,7054,39,299,0,24,12,3,0,0,0
2023-09-13,2,0,28,0,17.9286045593521,29.4073434622445,23.5876067937799,2,18073,17733,340,248124,9801,8269,33,258,0,22,10,1,0,0,0
2023-09-14,3,0,0,0,113.96784250569,26.4822076054378,23.3238732428763,2,16661,16290,371,248130,9828,6833,34,262,0,23,11,0,0,0,0
2023-09-15,4,0,1,0,16.1641426935865,28.8491497783651,23.7202491556227,2,15387,15196,191,207255,8138,7248,28,222,0,19,9,0,0,0,0
2023-09-16,5,3,2,2,10.5163885821482,29.5434683301363,23.736004072989,3,11774,11452,322,188115,6747,5027,23,185,0,13,10,0,0,0,0
2023-09-17,6,3,3,2,2.15161363832543,30.1722648645009,23.1256237916276,3,12769,12571,198,212745,8129,4639,24,185,0,17,7,0,0,0,0
2023-09-18,0,3,4,0,4.27179813613423,30.5308458279369,23.5436525026652,3,14546,14362,184,216270,8296,6250,35,272,0,21,14,0,0,0,0
2023-09-19,1,0,5,0,17.6419187017299,31.1072085862126,24.4577665249465,3,16572,16265,307,247453,9690,6882,36,275,0,25,11,0,0,0,0
2023-09-20,2,0,6,0,55.3449519972999,30.4266072734914,24.1825861858752,3,16932,16718,214,252235,9840,7092,36,272,0,24,12,0,0,0,0
2023-09-21,3,0,7,0,113.77741940546,28.62789664522,23.248837047925,3,11687,11580,107,194548,6995,4692,23,183,0,13,10,0,0,0,0
2023-09-22,4,0,8,0,50.2347964303116,28.8538733031807,23.0641302015071,3,16636,16566,70,228760,8910,7726,35,255,0,24,11,0,0,0,0
2023-09-23,5,0,9,2,96.6796965396587,29.7204730107878,23.1194863727478,3,15984,15699,285,217500,8241,7743,37,272,0,23,14,0,0,0,0
2023-09-24,6,0,10,2,110.230624540339,29.2299585929959,23.0187908598099,3,17019,16748,271,249540,9314,7705,36,276,0,23,13,0,0,0,0
2023-09-25,0,0,11,0,149.533839735995,28.0106765282059,22.8669205236562,3,14716,14571,145,258380,9517,5199,35,276,0,18,13,4,0,0,0
2023-09-26,1,0,12,0,89.9534597674499,29.4776390205965,22.6126614327333,3,20317,20026,291,290270,11317,9000,41,283,0,24,17,0,0,0,0
2023-09-27,2,0,13,0,51.0451195164587,30.2565758347368,22.5714318049846,3,18372,18010,362,253590,9710,8662,39,286,0,24,12,3,0,0,0
2023-09-28,3,2,14,0,79.4780160276374,31.1416575458667,23.0525066795627,3,16057,15549,508,257955,9661,6395,33,266,0,19,11,4,0,0,0
2023-09-29,4,0,15,0,112.14713554385,30.4830802006503,22.8552026036459,3,14259,14027,232,245765,9190,5069,36,253,0,25,11,0,0,0,0
2023-09-30,5,3,16,2,57.0529185001428,30.268797483907,23.0941280703712,3,17435,17210,225,259173,9920,7513,41,308,0,27,11,3,0,0,0
2023-10-01,6,3,17,2,59.1277386852931,29.8367829845598,23.7265643315271,3,25955,25562,393,392110,14467,11487,49,431,0,25,19,6,0,0,0
2023-10-02,0,3,18,0,7.1254274174819,29.6532289468908,23.4229311192787,3,14724,14396,328,263330,9506,5218,29,280,0,13,10,6,0,0,0
2023-10-03,1,0,19,1,12.2396621879773,30.621629876823,24.5116959580927,3,27120,26777,343,394740,15088,12032,46,397,0,29,15,2,0,0,0
2023-10-04,2,0,20,1,0.820763409116644,31.9546751744336,22.3548589964197,3,17658,17557,101,296130,11000,6658,36,286,0,23,12,2,0,0,0
2023-10-05,3,0,21,1,0.0085473053559326,31.4004052690369,21.9053813159133,3,17322,17231,91,268095,10222,7100,31,271,0,15,11,5,0,0,0
2023-10-06,4,0,22,1,0.001710653293685,31.6283934198691,21.757442133954,3,22499,22337,162,300930,11758,10741,40,355,0,23,12,5,0,0,0
2023-10-07,5,0,23,2,0,31.3656390467851,21.5870887488793,3,25945,25760,185,347960,13504,12441,41,353,0,25,11,5,0,0,0
2023-10-08,6,0,24,2,0.034857356431084,31.5734293902948,21.4454521805283,3,22755,22544,211,337285,12619,10136,45,392,0,25,15,5,0,0,0
2023-10-09,0,0,25,1,0.0112368211890579,31.9495693260487,21.6181827531628,3,23083,22766,317,357700,13533,9549,46,407,0,26,14,6,0,0,0
2023-10-10,1,0,26,1,0.643022665993636,31.3855653931906,22.5696753161113,3,26580,26344,236,365115,14228,12352,55,448,0,29,21,5,0,0,0
2023-10-11,2,0,27,1,0.438567676202222,32.0995777900699,22.3449404688145,3,21899,21699,200,318105,12300,9599,48,374,0,30,15,3,0,0,0
2023-10-12,3,0,28,1,0.727904093640556,31.7770767505335,22.3531875974355,3,25802,25423,379,359970,13725,12077,48,421,0,25,17,6,0,0,0
2023-10-13,4,0,29,1,0.167372099466462,31.3965963303423,22.2084351724557,3,24599,24143,456,342420,13233,11366,47,389,0,26,15,6,0,0,0
2023-10-14,5,2,0,1,0.208841240329206,31.5046393831592,21.9025064119945,3,22522,21989,533,316870,12078,10444,48,392,0,27,15,6,0,0,0
2023-10-15,6,0,1,1,0.203138660116172,31.3198656936044,22.7493351437428,3,19854,19309,545,318945,11896,7958,47,417,0,27,17,3,0,0,0
2023-10-16,0,0,2,2,4.08278828960565,30.295084244064,22.659711050036,3,22571,21875,696,353490,13149,9422,45,373,0,25,16,4,0,0,0
2023-10-17,1,0,3,2,0.395550047114552,30.7847761826885,21.6966465614177,3,24378,23979,399,361485,13891,10487,45,380,0,28,16,2,0,0,0
2023-10-18,2,0,4,2,0.803627024944883,31.533060448988,21.4916650407714,3,20704,20300,404,317305,12409,8295,38,350,0,27,7,4,0,0,0
2023-10-19,3,0,5,2,0.705370806155063,31.2027990719931,21.2938576693092,3,28897,28326,571,371775,14589,14308,47,433,0,29,13,5,0,0,0
2023-10-20,4,0,6,2,0.138065027725628,31.3041889871917,21.0759334590649,3,23125,22839,286,349585,13427,9698,44,381,0,27,12,5,0,0,0
2023-10-21,5,3,7,2,0.132812450004716,31.2984027462129,20.5814042999334,3,20975,20572,403,316840,12388,8582,40,321,0,26,11,3,0,0,0
2023-10-22,6,3,8,2,0.0074877148923872,30.8783040986145,19.0026526307971,3,19459,19031,428,315315,11996,7462,43,354,0,27,16,0,0,0,0
2023-10-23,0,3,9,2,0.0140939874633261,30.1544674889532,18.1738584204283,3,13566,13320,246,228695,8373,5193,25,220,0,15,6,4,0,0,0
2023-10-24,1,3,10,2,0.0051438808021941,30.3677163759744,17.7514808240461,3,14648,14371,277,258240,9507,5141,31,250,0,22,6,4,0,0,0
2023-10-25,2,3,11,2,0.0025987621583567,30.4736665342524,17.9781681552306,3,21413,20877,536,310530,12335,9078,36,306,0,26,10,0,0,0,0
2023-10-26,3,0,12,0,0.0111430877147711,30.1759707854068,17.5555865154893,3,21938,21342,596,331055,12963,8975,40,341,0,27,13,0,0,0,0
2023-10-27,4,3,13,0,0.0081509347182873,30.1040071442568,17.1921000238783,3,23321,23088,233,339555,13150,10171,46,374,0,27,14,6,0,0,0
2023-10-28,5,3,14,2,0.0532129195793769,30.3987028965891,19.5668783641698,3,24317,23928,389,361890,13979,10338,45,401,0,27,13,5,0,0,0
2023-10-29,6,3,15,2,0.15750402672624,30.6629946503869,19.9529865924718,3,22463,22160,303,329720,12115,10348,46,414,0,25,15,6,0,0,0
2023-10-30,0,0,16,0,4.30577694089725,29.6662048937632,19.8851393818585,3,25708,24990,718,386305,14658,11050,47,396,0,28,13,6,0,0,0
2023-10-31,1,0,17,0,6.05619177417196,29.6520526689047,20.2383398675497,3,24181,24008,173,357235,13734,10447,47,396,0,28,14,5,0,0,0
2023-11-01,2,0,18,0,2.00847555616877,29.4417564771369,20.8822137352646,3,23938,23202,736,322440,12558,11380,43,362,0,25,12,6,0,0,0
2023-11-02,3,0,19,0,9.34776552717878,29.3082975930672,20.9254780747863,3,19093,18888,205,293975,11230,7863,40,344,0,21,14,5,0,0,0
2023-11-03,4,0,20,0,11.7298721169535,30.1073257026305,21.6344776820449,3,27102,26397,705,378194,14928,12172,48,388,0,29,13,6,0,0,0
2023-11-04,5,0,21,2,16.4296967281153,29.9370159874285,22.2744654007235,3,22655,22425,230,327600,12611,10044,45,376,0,28,11,6,0,0,0
2023-11-05,6,0,22,2,2.80191649190363,30.4944061981747,22.4361786783408,3,21603,21316,287,324755,12058,9544,49,396,0,28,16,6,0,0,0
2023-11-06,0,0,23,0,22.3260854710653,29.0417964380262,22.4202075865002,3,19654,19391,263,324575,12309,7343,45,367,0,24,18,3,0,0,0
2023-11-07,1,0,24,0,130.816121813589,29.3763785581159,21.9126524064372,3,17591,17449,142,255120,9571,8020,28,267,0,18,6,4,0,0,0
2023-11-08,2,0,25,0,105.61415755091,29.1318302383913,21.7480834166485,3,13057,12749,308,213505,7636,5421,31,225,0,12,13,6,0,0,0
2023-11-09,3,0,26,0,10.4104463353063,28.8037549320182,22.2159097787717,3,22545,22344,201,340105,13060,9485,44,376,0,28,13,3,0,0,0
2023-11-10,4,0,27,0,11.3431555023114,29.0397401199903,20.6214395006687,3,22710,21956,754,297170,11525,11185,42,335,0,25,12,5,0,0,0
2023-11-11,5,1,28,2,0.595007513402698,30.0383751982408,20.4836644708199,3,15723,15450,273,263995,10308,5415,33,277,0,23,7,3,0,0,0
2023-11-12,6,2,29,2,0.0030100327421678,30.9068291368418,19.7691944984159,3,17415,17172,243,280765,10446,6969,39,313,0,22,13,4,0,0,0
2023-11-13,0,0,0,0,0.0170932028140669,30.1742636983246,19.9358362648638,3,16953,16725,228,265025,10232,6721,41,337,0,26,11,5,0,0,0
2023-11-14,1,0,1,0,0.176510730983584,28.9023703052413,20.1597863144047,3,19839,19602,237,296545,11746,8093,44,347,0,27,13,4,0,0,0
2023-11-15,2,0,2,0,0.0148728309385876,29.3615555909368,19.6576281243794,3,24214,23868,346,343115,13053,11161,48,393,0,28,14,6,0,0,0
2023-11-16,3,0,3,0,0.0154698451133583,29.4999734728958,19.271616642211,3,22583,22222,361,309095,12123,10456,45,362,0,29,11,5,0,0,0
2023-11-17,4,0,4,0,0.025694734119952,29.8721413146647,18.9345538674587,3,21154,21017,137,285485,11084,10070,42,345,0,24,12,6,0,0,0
2023-11-18,5,0,5,2,0.097780476132439,29.7405852901032,19.2467780594399,3,19322,19094,228,281205,11040,8282,39,332,0,25,11,4,0,0,0
2023-11-19,6,0,6,2,0.0277028177593772,30.0002546092783,19.7132944669173,3,22900,22597,303,323715,12136,10764,43,354,0,29,11,4,0,0,0
2023-11-20,0,0,7,0,0.005230406798916,30.018085615839,20.3958174879454,3,21752,21428,324,316785,11918,9834,44,346,0,23,15,6,0,0,0
2023-11-21,1,0,8,0,5.61133108355237,28.9307536972037,20.9519517046955,3,21931,21733,198,300955,11711,10220,46,375,0,27,13,6,0,0,0
2023-11-22,2,0,9,0,15.7988765380378,28.564764933957,21.4704501773078,3,20003,19386,617,262600,10413,9590,38,306,0,24,10,5,0,0,0
2023-11-23,3,0,10,0,31.3194590100885,27.0888154130091,21.4727280777732,3,17523,16796,727,258470,9858,7664,34,289,0,20,10,4,0,0,0
2023-11-24,4,0,11,0,141.490731739626,25.8328302806924,21.2130883675689,3,20501,20160,341,258510,10024,10476,38,295,0,24,11,3,0,0,0
2023-11-25,5,3,12,2,13.1886204586365,28.4691404254132,20.8539969574107,3,22416,21508,908,318375,11863,10553,45,340,0,28,13,5,0,0,0
2023-11-26,6,3,13,2,5.12908403813194,28.4693636931355,20.9548426115949,3,19168,18834,334,283205,10323,8845,45,342,0,27,12,6,0,0,0
2023-11-27,0,3,14,0,0.742256527118146,28.5083123801252,20.6279760779139,3,11753,11377,376,217115,8033,3720,31,276,0,14,14,3,0,0,0
2023-11-28,1,0,15,0,0.275037735307735,28.5772155446761,20.4086396247005,3,22462,22103,359,334695,13053,9409,46,357,0,29,13,5,0,0,0
2023-11-29,2,1,16,0,0.0451694260647858,28.1172852626394,20.1058458649095,3,18920,18605,315,298910,11422,7498,35,302,0,20,10,5,0,0,0
2023-11-30,3,0,17,0,1.86131251229427,29.2836055354892,19.582163294501,3,6753,6559,194,130810,4577,2175,12,77,0,8,2,2,0,0,0
2023-12-01,4,0,18,0,0.10890428927138,29.4775611838681,18.9298617940204,0,23993,23202,791,342690,13357,10636,41,289,0,26,9,6,0,0,0
2023-12-02,5,0,19,2,0.0008523463179699,30.0853345879933,19.0314924244934,0,21333,21098,235,326610,12525,8806,44,366,0,29,13,3,0,0,0
2023-12-03,6,0,20,2,0.391498559892632,30.0834588920286,19.9194709520014,0,20104,19791,313,294083,11173,8931,38,319,0,27,9,3,0,0,0
2023-12-04,0,0,21,0,5.27021425611231,26.8473985028497,21.7772218208104,0,20824,20542,282,343590,12664,8160,44,333,0,22,16,6,0,0,0
2023-12-05,1,0,22,0,138.732397070021,23.6709924936637,19.8286107886765,0,19658,19503,155,300110,11776,7882,42,337,0,26,11,5,0,0,0
2023-12-06,2,0,23,0,20.2780818371683,25.8081710432442,19.560451495137,0,19115,18810,305,273295,10749,8366,41,326,0,24,12,5,0,0,0
2023-12-07,3,0,24,0,2.11287888673151,27.5386999486358,17.9927464095541,0,13492,12864,628,225435,8367,5125,30,244,0,16,9,5,0,0,0
2023-12-08,4,0,25,0,0.119182125944868,27.9300675943534,17.6175053553472,0,22531,22318,213,306580,11755,10776,36,280,0,23,9,5,0,0,0
2023-12-09,5,0,26,2,0.0039516020159252,28.0191751002661,17.8573820573507,0,17171,16992,179,253685,9803,7368,38,304,0,23,11,4,0,0,0
2023-12-10,6,0,27,2,0.0352411687260015,27.3883434255039,17.9026694347545,0,21010,20723,287,250025,9220,11790,41,339,0,27,11,4,0,0,0
2023-12-11,0,0,28,0,0.0162084944008711,27.3730828362641,17.7629072162515,0,17134,16888,246,230115,8727,8407,43,342,0,27,13,3,0,0,0
2023-12-12,1,0,0,0,0.0394812799017628,27.5470632849456,17.8889138791439,0,20259,20074,185,214715,8093,12166,43,347,0,26,12,5,0,0,0
2023-12-13,2,0,1,0,0.0216706137068275,26.557062809325,17.3843096956542,0,19141,18420,721,204870,7712,11428,43,351,0,25,12,6,0,0,0
2023-12-14,3,0,2,0,0.0114393556062567,26.5186656944391,17.1239910259877,0,17604,17505,99,203010,7811,9793,43,342,0,27,13,3,0,0,0
2023-12-15,4,0,3,0,0.0253505433372294,26.252201149977,17.7471898548246,0,20384,20250,134,168375,6505,13879,39,298,3542,22,15,2,0,0,0
2023-12-16,5,0,4,2,0.630557451176915,26.495362801369,19.031734809362,0,31641,31360,281,220005,8486,23155,46,335,9500,33,13,0,0,0,0
2023-12-17,6,0,5,2,0.0586730352001128,26.8007064282035,18.0037976266895,0,27649,27170,479,229375,8276,19372,45,343,7517,27,18,0,0,0,0
2023-12-18,0,0,6,0,0.0094224950188414,26.4808839391665,17.5586497064712,0,30265,29821,444,260695,9694,20571,48,368,8897,29,19,0,0,0,0
2023-12-19,1,0,7,0,0.0017046928064701,26.2409924279312,16.7340855031872,0,32150,31825,325,239840,9037,23113,48,362,10402,30,18,0,0,0,0
2023-12-20,2,0,8,0,0.0068187712827239,26.5130595272759,14.6383729108277,0,31293,30935,358,212050,8141,23152,47,360,9571,31,16,0,0,0,0
2023-12-21,3,0,9,0,0.0004261732051702,27.3248349978486,13.8733189976698,0,22686,22365,321,169946,6684,16002,37,271,7673,29,8,0,1,0,0
2023-12-22,4,0,10,2,0.0145122391472796,27.7940461263864,14.7663150548673,0,28185,27989,196,206050,7975,20210,35,288,8939,25,10,0,0,0,0
2023-12-23,5,3,11,2,0.0214280861428051,27.6211698399286,14.8130357622117,0,25531,25200,331,198845,7541,17990,33,281,8138,23,10,0,1,0,0
2023-12-24,6,3,12,2,0.0194440279201323,28.1192957870272,15.3363570980915,0,28704,28102,602,242570,9222,19482,36,273,7516,24,12,0,0,0,0
2023-12-25,0,3,13,2,0.0389128749193529,28.5736630916694,16.3231926724795,0,22247,21659,588,204973,7482,14765,31,210,5827,22,9,0,1,0,0
2023-12-26,1,3,14,2,0.0374809987050361,28.7981032537923,16.1518899396839,0,27468,26632,836,229293,8664,18804,33,282,7853,21,12,0,1,0,0
2023-12-27,2,0,15,0,0.036682058858808,28.1098233770723,16.3002750949581,0,24954,24493,461,208895,7911,17043,35,279,7848,23,12,0,0,0,0
2023-12-28,3,0,16,0,0.0069553510076441,27.6784505786814,16.1011692464398,0,27502,26673,829,205395,7929,19573,36,291,8984,25,11,0,0,0,0
2023-12-29,4,0,17,0,0.0011398603731552,27.5127194107527,15.9100347945858,0,30477,29846,631,223370,8572,21904,42,349,9970,29,14,0,0,0,0
2023-12-30,5,0,18,2,0.0008534216460218,28.1324666091582,15.9408340179184,0,21908,21557,351,172655,6690,15218,35,267,7150,24,11,0,0,0,0
2023-12-31,6,0,19,2,0.0106718304448787,27.8820390987332,15.8935245405696,0,21443,20862,581,193615,6907,14536,41,296,6199,23,18,0,0,0,0
2024-01-01,0,2,20,2,0.0677957838831764,27.7603815660444,16.2114394714074,0,15898,15415,483,143690,5257,10640,31,191,4443,20,11,0,0,0,0
2024-01-02,1,0,21,0,0.0761880888864047,27.1432266274419,16.0987037900814,0,19862,19360,502,172010,6622,13240,31,227,5959,21,10,0,0,0,0
2024-01-03,2,0,22,0,0.822972253649,27.5466436299718,18.5736153897746,0,29070,28689,381,209955,8227,20843,41,305,8328,30,11,0,0,0,0
2024-01-04,3,0,23,0,0.127478541717768,28.2937006462071,17.6117030803541,0,35741,34936,805,241765,9483,26258,40,324,11631,27,13,0,0,0,0
2024-01-05,4,0,24,0,0.0086120677343163,28.1581863779009,17.1312271005592,0,26202,25863,339,183028,7167,19035,35,281,8536,24,11,0,0,0,0
2024-01-06,5,0,25,2,0.0334950885597345,28.2568510352323,17.1301042904627,0,32066,31619,447,218940,8666,23400,36,284,9801,28,8,0,0,0,0
2024-01-07,6,0,26,2,0.0086467339418064,27.0363287987034,17.2979726153573,0,27623,27167,456,218505,8207,19416,42,339,7525,28,14,0,0,0,0
2024-01-08,0,0,27,0,0.0078614555429491,28.2769163028103,16.8402321788133,0,26050,25319,731,197085,7602,18447,36,280,7347,26,10,0,0,0,0
2024-01-09,1,0,28,0,0.117484251283842,27.8802393451247,17.6445990523231,0,31849,31532,317,221215,8543,23305,38,306,10644,28,10,0,0,0,0
2024-01-10,2,0,29,0,0.455700448167915,27.9808271480328,18.163298887379,0,36215,35736,479,239200,9181,27031,43,340,11322,30,13,0,0,0,0
2024-01-11,3,0,0,0,0.0335813160635379,29.9868008280731,19.1920908945997,0,27002,26528,474,181518,6702,20300,32,240,8704,23,9,0,0,0,0
2024-01-12,4,0,1,2,0.0287342765695016,30.1422746233885,18.9158281359928,0,26459,26071,388,195735,7473,18986,33,264,7999,24,9,0,0,0,0
2024-01-13,5,0,2,2,0.0017052485218139,30.524405198721,19.0491118961255,0,18903,18467,436,158285,5732,13171,25,160,5496,21,4,0,0,0,1
2024-01-14,6,3,3,2,0.0105228189930273,31.0242712348508,18.8777890459363,0,23127,22541,586,199135,7529,15598,31,228,6121,23,8,0,0,0,0
2024-01-15,0,3,4,2,0.0020574591070976,30.2864329996538,19.4067995010973,0,20858,19781,1077,201125,7244,13614,30,249,4562,22,9,0,1,0,0
2024-01-16,1,3,5,2,0.0175053609570355,29.5218422897645,19.2813494519487,0,18381,17791,590,141216,5229,13152,23,190,4582,15,8,0,0,0,0
2024-01-17,2,0,6,2,0.0084987620328126,29.3798799889044,19.3794685982917,0,24664,23649,1015,199170,7240,17424,29,238,7272,22,8,0,1,0,1
2024-01-18,3,0,7,0,0.004817822163642,28.6915529180195,18.5541339575344,0,23750,23198,552,173480,6643,17107,33,235,7314,26,7,0,0,0,0
2024-01-19,4,0,8,0,0.0513146179223771,29.4968616705599,19.6112308855707,0,29480,28601,879,209215,7868,21611,36,293,8862,23,13,0,0,0,0
2024-01-20,5,0,9,2,0.761736782887165,28.5579780629668,19.4907291864683,0,26400,25965,435,184565,7401,18999,34,276,8367,29,5,0,0,0,0
2024-01-21,6,0,10,2,0.306681147168381,29.5456032338386,20.1588796265731,0,30607,30082,525,247155,9262,21344,44,346,8357,31,13,0,0,0,0
2024-01-22,0,0,11,0,0.0306735719713043,30.1324915155435,20.6127487062743,0,33896,33292,604,259190,10198,23695,40,339,9754,31,9,0,0,0,0
2024-01-23,1,0,12,0,1.43989950977399,30.6646270588391,20.3753087489481,0,25075,24784,291,172195,6594,18481,32,275,8326,21,11,0,0,0,0
2024-01-24,2,0,13,0,13.0470127284724,28.6549854918674,20.4309269604791,0,30801,30215,586,200965,7839,22962,39,308,9267,29,10,0,0,0,0
